avtocod;enodebid;cellid;cellname;band;azimuth;hbw;power;tilt;nc_latitude;nc_longitude;height;eventtime;neighbour;latitude;longitude;altitude;h3_15;servingcellrsrp;servingcellrsrq
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:41.747000;1;53.20098280906677;50.10744094848633;983.0;644305104434239116;-105.0;-7.25
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T15:54:42.326000;1;53.202141523361206;50.1106595993042;80.0;644305104422509577;-90.0;-6.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T15:54:43.710000;1;53.201884031295776;50.11005878448486;990.0;644305104422504630;-86.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:43.775000;1;53.20050001144409;50.10720491409302;0.0;644305104434246929;-87.0;-6.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:44.628000;1;53.15115809440613;49.94359016418457;0.0;644305108451599254;-102.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:44.716000;1;53.09925198554993;49.97532606124878;964.0;644305110827439782;-104.0;-8.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T15:54:45.483000;1;53.20220589637756;50.109994411468506;90.0;644305104422526163;-80.0;-8.25
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T15:54:47.470000;1;53.202141523361206;50.1106595993042;82.0;644305104422509577;-89.0;-8.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T15:54:48.819000;1;53.20220589637756;50.10997295379639;91.0;644305104422526160;-80.0;-8.25
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T15:54:48.828000;1;53.202141523361206;50.1106595993042;81.0;644305104422509577;-92.0;-8.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T15:54:48.947000;1;53.09917688369751;49.9718713760376;990.0;644305110887608435;-89.0;-12.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:49.029000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-86.0;-6.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T15:54:53.954000;1;53.20221662521362;50.10997295379639;91.0;644305104422526165;-80.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:54.151000;1;53.20048928260803;50.1071834564209;0.0;644305104434246934;-86.0;-6.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T15:54:54.252000;1;53.20038199424744;50.106282234191895;0.0;644305104434259456;-101.0;-12.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:55.270000;1;53.20098280906677;50.10744094848633;983.0;644305104434239116;-101.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:55.569000;1;53.098790645599365;49.970905780792236;964.0;644305110887607668;-104.0;-8.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T15:54:57.305000;1;53.20045709609985;50.10643243789673;0.0;644305104434243861;-106.0;-7.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T15:54:59.086000;1;53.20221662521362;50.10997295379639;91.0;644305104422526165;-78.0;-8.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:02.573000;1;53.12745809555054;49.946444034576416;993.0;644305108481378035;-112.0;-15.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:04.119000;1;53.20202350616455;50.10890007019043;784.0;644305104430277736;-100.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:04.731000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-82.0;-5.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:07.648000;1;53.12788724899292;49.946937561035156;992.0;644305108481382218;-104.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:09.114000;1;53.20025324821472;50.107505321502686;1010.0;644305104434118700;-108.0;-7.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:09.431000;1;53.12833786010742;49.946722984313965;971.0;644305108481812290;-78.0;-6.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:10.365000;1;53.20061802864075;50.10716199874878;0.0;644305104434248940;-114.0;-7.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:12.753000;1;53.12893867492676;49.94811773300171;991.0;644305108481616048;-111.0;-16.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:14.228000;1;53.13006520271301;49.949469566345215;1032.0;644305108481655714;-107.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:14.982000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-83.0;-6.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:17.067000;1;53.1314492225647;49.949469566345215;989.0;644305108484705054;-117.0;-10.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:17.721000;1;53.13155651092529;49.94957685470581;989.0;644305108492465840;-112.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:18.305000;1;53.130011558532715;49.9493408203125;988.0;644305108481654814;-108.0;-12.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:18.423000;1;53.13169598579407;49.949705600738525;989.0;644305108492465741;-114.0;-8.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:19.009000;1;53.119765520095825;49.940972328186035;0.0;644305108485692228;-99.0;-10.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:19.397000;1;53.13113808631897;49.95142221450806;963.0;644305108484515235;-106.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:20.106000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-83.0;-5.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:21.796000;1;53.20059657096863;50.10716199874878;0.0;644305104434248931;-114.0;-7.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:22.162000;1;53.13082695007324;49.95082139968872;994.0;644305108484694603;-96.0;-8.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:23.568000;1;53.13183546066284;49.94985580444336;989.0;644305108484646052;-112.0;-8.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:23.752000;1;53.202935457229614;50.11018753051758;48.0;644305104422462306;-61.0;-5.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:24.261000;1;53.13091278076172;49.95161533355713;982.0;644305108484575488;-86.0;-16.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:24.531000;1;53.13188910484314;49.95305299758911;955.0;644305108484549988;-109.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:24.663000;1;53.131288290023804;49.95067119598389;976.0;644305108484691222;-109.0;-10.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:24.712000;1;53.13088059425354;49.951722621917725;963.0;644305108484575234;-78.0;-6.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:25.249000;1;53.20051074028015;50.10720491409302;0.0;644305104434246914;-82.0;-5.25
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T16:05:25.650000;1;53.202667236328125;50.11068105697632;22.0;644305104422445091;-71.0;-8.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:26.900000;1;53.200639486312866;50.10716199874878;0.0;644305104434248770;-114.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:30.353000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-82.0;-5.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:32.024000;1;53.20059657096863;50.10714054107666;0.0;644305104434248934;-114.0;-7.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:32.789000;1;53.132790327072144;49.953203201293945;991.0;644305108484665547;-92.0;-9.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:35.133000;1;53.13242554664612;49.95526313781738;985.0;644305108484841484;-61.0;-7.25
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T16:05:35.908000;1;53.20233464241028;50.111045837402344;22.0;644305104422509274;-72.0;-8.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:36.290000;1;53.20037126541138;50.106282234191895;0.0;644305104434259458;-94.0;-6.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:37.560000;1;53.13454985618591;49.95601415634155;987.0;644305108484772609;-117.0;-10.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:37.910000;1;53.1338095664978;49.954490661621094;992.0;644305108484954291;-91.0;-10.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:39.097000;1;53.20060729980469;50.10714054107666;0.0;644305104434248933;-115.0;-8.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:39.900000;1;53.13332676887512;49.95655059814453;964.0;644305108484869393;-78.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:40.581000;1;53.20053219795227;50.107247829437256;0.0;644305104434246920;-82.0;-5.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:42.674000;1;53.13482880592346;49.956421852111816;987.0;644305108484923739;-109.0;-9.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:44.746000;1;53.20059657096863;50.10716199874878;0.0;644305104434248931;-112.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:45.416000;1;53.13641667366028;49.954233169555664;991.0;644305108394924179;-111.0;-9.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:45.858000;1;53.20281744003296;50.10997295379639;45.0;644305104422461485;-65.0;-7.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:45.874000;1;53.13444256782532;49.96052026748657;985.0;644305108483883436;-64.0;-6.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:45.944000;1;53.20052146911621;50.10720491409302;0.0;644305104434246912;-83.0;-5.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:46.088000;1;53.137489557266235;49.95526313781738;991.0;644305108394840480;-108.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:50.920000;1;53.20060729980469;50.10714054107666;0.0;644305104434248933;-113.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:51.054000;1;53.20052146911621;50.10722637176514;0.0;644305104434246926;-82.0;-5.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:05:56.052000;1;53.20059657096863;50.10714054107666;0.0;644305104434248934;-113.0;-8.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:05:56.937000;1;53.13536524772644;49.9629020690918;985.0;644305108386140449;-63.0;-7.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:05:58.221000;1;53.13462495803833;49.96414661407471;994.0;644305108386133525;-91.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:01.177000;1;53.20059657096863;50.10714054107666;0.0;644305104434248934;-113.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:01.314000;1;53.20062875747681;50.107483863830566;0.0;644305104434247465;-82.0;-6.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:06:04.869000;1;53.13486099243164;49.96689319610596;962.0;644305108386028946;-93.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:06.288000;1;53.20060729980469;50.10714054107666;0.0;644305104434248933;-113.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:06.423000;1;53.20053219795227;50.107269287109375;0.0;644305104434246998;-82.0;-5.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:09.689000;1;53.20208787918091;50.109007358551025;0.0;644305104430276827;-108.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:11.413000;1;53.20059657096863;50.10716199874878;0.0;644305104434248931;-113.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:11.551000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-82.0;-5.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:16.238000;1;53.20059657096863;50.10716199874878;0.0;644305104434248931;-113.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:19.928000;1;53.201948404312134;50.109028816223145;0.0;644305104434273133;-89.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:21.173000;1;53.20038199424744;50.106303691864014;0.0;644305104434259470;-95.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:21.627000;1;53.13470005989075;49.97360944747925;1010.0;644305108385814273;-105.0;-9.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:21.786000;1;53.20047855377197;50.107247829437256;0.0;644305104434247083;-82.0;-6.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:06:22.776000;1;53.13613772392273;49.974188804626465;1011.0;644305108385146251;-95.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:26.906000;1;53.20051074028015;50.10720491409302;0.0;644305104434246914;-83.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:32.044000;1;53.20052146911621;50.10722637176514;0.0;644305104434246926;-83.0;-6.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:06:35.306000;1;53.13443183898926;49.97929573059082;961.0;644305108388620889;-83.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:36.344000;1;53.20061802864075;50.10714054107666;0.0;644305104434248790;-114.0;-7.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:06:36.918000;1;53.20037126541138;50.106282234191895;0.0;644305104434259458;-102.0;-10.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:37.145000;1;53.20048928260803;50.10731220245361;0.0;644305104434246658;-82.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:39.513000;1;53.20200204849243;50.10907173156738;0.0;644305104430278164;-90.0;-10.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:06:40.462000;1;53.13413143157959;49.9812912940979;962.0;644305108426201009;-85.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:41.998000;1;53.20060729980469;50.10714054107666;0.0;644305104434248933;-114.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:44.641000;1;53.11470150947571;49.9852180480957;0.0;644305108418737930;-90.0;-10.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:06:45.544000;1;53.13382029533386;49.98328685760498;962.0;644305108387579244;-85.0;-7.75
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T16:06:47.092000;1;53.2022488117218;50.112783908843994;78.0;644305104422318501;-95.0;-9.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:06:47.174000;1;53.197206258773804;50.09898662567139;0.0;644305104434955406;-101.0;-11.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:47.404000;1;53.20048928260803;50.10720491409302;0.0;644305104434246930;-82.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:51.461000;1;53.20220589637756;50.10939359664917;0.0;644305104430281862;-91.0;-10.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:51.771000;1;53.20059657096863;50.10709762573242;0.0;644305104434248732;-114.0;-8.25
63;333333;31;33333331;LTE2100;70;68;43.0;5;53.20194444;50.10944444;21;2025-10-14T16:06:52.215000;1;53.2022488117218;50.112783908843994;78.0;644305104422318501;-96.0;-9.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:52.519000;1;53.20052146911621;50.10720491409302;0.0;644305104434246912;-83.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:06:57.643000;1;53.20052146911621;50.107269287109375;0.0;644305104434246693;-83.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:01.737000;1;53.20200204849243;50.109028816223145;0.0;644305104430278571;-90.0;-10.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:07:04.020000;1;53.12062382698059;50.000131130218506;0.0;644305104564917763;-84.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:06.338000;1;53.20059657096863;50.10716199874878;0.0;644305104434248931;-114.0;-8.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:06.849000;1;53.10999155044556;49.98002529144287;0.0;644305108419118149;-91.0;-10.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:07.987000;1;53.20051074028015;50.10720491409302;0.0;644305104434246914;-82.0;-6.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:08.005000;1;53.129979372024536;49.99159097671509;994.0;644305108445292749;-95.0;-10.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:07:08.025000;1;53.13008666038513;49.99131202697754;0.0;644305108445237996;-84.0;-7.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:13.053000;1;53.20060729980469;50.107290744781494;0.0;644305104434246042;-83.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:13.070000;1;53.20059657096863;50.10709762573242;0.0;644305104434248732;-113.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:13.128000;1;53.20048928260803;50.107247829437256;0.0;644305104434247081;-83.0;-6.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:13.150000;1;53.12940001487732;49.99255657196045;993.0;644305108417813404;-99.0;-10.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:07:14.936000;1;53.12861680984497;49.99356508255005;0.0;644305108417695899;-82.0;-7.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:18.155000;1;53.200886249542236;50.1071834564209;0.0;644305104434238620;-79.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:18.221000;1;53.20047855377197;50.107247829437256;0.0;644305104434247083;-82.0;-6.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:18.272000;1;53.12843441963196;49.99395132064819;992.0;644305108417682594;-102.0;-10.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:07:20.374000;1;53.128767013549805;49.99560356140137;971.0;644305108444184803;-91.0;-7.75
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:07:21.575000;1;53.12787652015686;49.99502420425415;989.0;644305108416746854;-85.0;-7.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:22.469000;1;53.20060729980469;50.10709762573242;0.0;644305104434248718;-114.0;-8.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:22.850000;1;53.12768340110779;49.995410442352295;1019.0;644305108416727750;-105.0;-7.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:23.336000;1;53.20050001144409;50.10720491409302;0.0;644305104434246929;-82.0;-6.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:23.866000;1;53.12732934951782;49.9953031539917;984.0;644305108416726042;-96.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:28.161000;1;53.20060729980469;50.10711908340454;0.0;644305104434248714;-114.0;-8.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:28.387000;1;53.200671672821045;50.10722637176514;0.0;644305104434245904;-78.0;-9.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:30.327000;1;53.12593460083008;49.9967622756958;991.0;644305108416681477;-105.0;-11.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:33.585000;1;53.20076823234558;50.10739803314209;0.0;644305104434248336;-82.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:36.147000;1;53.20061802864075;50.10714054107666;0.0;644305104434248790;-114.0;-8.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:37.299000;1;53.12437891960144;49.99807119369507;991.0;644305108417308301;-105.0;-11.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:38.553000;1;53.10396194458008;49.99122619628906;0.0;644305110824389269;-109.0;-13.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:38.712000;1;53.20052146911621;50.10720491409302;0.0;644305104434246912;-82.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:38.813000;1;53.20059657096863;50.10711908340454;0.0;644305104434248729;-114.0;-8.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:39.164000;1;53.12432527542114;49.99901533126831;987.0;644305108417169569;-96.0;-9.75
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:39.679000;1;53.2013475894928;50.10523080825806;0.0;644305104435185282;-115.0;-14.75
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:40.391000;1;53.12460422515869;50.00045299530029;1024.0;644305108417158050;-97.0;-10.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:42.444000;1;53.12258720397949;49.999176263809204;990.5;644305108417241121;-116.5;-13.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:43.825000;1;53.20050001144409;50.1071834564209;0.0;644305104434246932;-82.0;-6.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:45.621000;1;53.10396194458008;49.99122619628906;0.0;644305110824389269;-109.0;-14.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:45.659000;1;53.12158942222595;49.999680519104004;991.0;644305104565077800;-119.0;-14.5
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:48.972000;1;53.12166452407837;49.99972343444824;990.0;644305104565076866;-105.0;-9.25
63;333333;33;33333333;LTE2100;215;68;44.8;3;53.20194444;50.10944444;21;2025-10-14T16:07:49.832000;1;53.122243881225586;50.00159025192261;989.0;644305104565371817;-96.0;-9.25
63;333333;13;33333313;LTE1800;215;68;42.9;3;53.20194444;50.10944444;21;2025-10-14T16:07:51.627000;1;53.20061802864075;50.10714054107666;0.0;644305104434248790;-114.0;-8.25
63;333333;11;33333311;LTE1800;70;68;42.9;5;53.20194444;50.10944444;21;2025-10-14T16:07:53.448000;1;53.120537996292114;50.00008821487427;977.0;644305104564927309;-69.0;-12.75
